	ERR2233238	ERR2233239	ERR2233230	ERR2233231	ERR2233232	ERR2233233	ERR2233234	ERR2233235	ERR2233236	ERR2233237	ERR2233259	ERR2233319	ERR2233251	ERR2233229	ERR2233308	ERR2233309	ERR2233304	ERR2233305	ERR2233306	ERR2233307	ERR2233300	ERR2233301	ERR2233303	ERR2233313	ERR2233312	ERR2233258	ERR2233310	ERR2233317	ERR2233316	ERR2233315	ERR2233314	ERR2233252	ERR2233253	ERR2233250	ERR2233318	ERR2233256	ERR2233257	ERR2233254	ERR2233255	ERR2233249	ERR2233248	ERR2233241	ERR2233240	ERR2233243	ERR2233242	ERR2233245	ERR2233244	ERR2233247	ERR2233246	ERR2233278	ERR2233279	ERR2233274	ERR2233275	ERR2233276	ERR2233277	ERR2233270	ERR2233271	ERR2233272	ERR2233273	ERR2233263	ERR2233262	ERR2233261	ERR2233260	ERR2233267	ERR2233266	ERR2233265	ERR2233264	ERR2233269	ERR2233268	ERR2233299	ERR2233296	ERR2233297	ERR2233295	ERR2233292	ERR2233293	ERR2233290	ERR2233291	ERR2233289	ERR2233288	ERR2233285	ERR2233284	ERR2233287	ERR2233286	ERR2233281	ERR2233280	ERR2233283	ERR2233282	ERR2233311	ERR2233320	ERR2233321
ERR2233238	0.0	0.657296539337	0.679762717058	0.654530966958	0.660328363706	0.659327191284	0.669206606546	0.654534319755	0.673793236142	0.66768556377	0.734721172559	0.807748797456	0.686793605479	0.686310832405	0.826831170119	0.831491557596	0.798968699197	0.792685800257	0.796101503786	0.818125409831	0.886446240207	0.907271404229	0.865784175576	0.821841043815	0.803668290401	0.714175255793	0.824291897679	0.806021700774	0.877599322145	0.854938248393	0.814158456675	0.682725455953	0.6849432961	0.674681970383	0.815423073764	0.708178006307	0.696543621997	0.699811196571	0.691428758927	0.687549145468	0.678537020255	0.655720842466	0.638231308524	0.670186933262	0.657561731114	0.668800532474	0.662867413478	0.653595245219	0.671454438437	0.757394353015	0.740272155626	0.758737792971	0.766791980953	0.745577681373	0.770569452203	0.674109321259	0.680193324396	0.746936230988	0.762840248697	0.726749419401	0.729426739966	0.729030879602	0.725533383618	0.691663276579	0.688367567162	0.724348082718	0.721600397528	0.686257353047	0.694883352877	0.891188256716	0.853348138836	0.845696338519	0.841345823682	0.845557592136	0.840524422944	0.910210803631	0.949867158614	0.919439719096	0.917706578587	0.869343764297	0.853105278071	0.857287180275	0.857051428176	0.84925143739	0.856131548459	0.857324752256	0.851099190418	0.824735931909	0.76468544048	0.762547497538
ERR2233239	0.657296539337	0.0	0.691094609853	0.668852334921	0.657892543218	0.679232160263	0.652521892981	0.669418942735	0.681137492104	0.677285532122	0.728622624116	0.823315424036	0.697502843938	0.695225108389	0.829858219183	0.834492879153	0.808821643872	0.808134972173	0.812960690102	0.809986002113	0.889728290016	0.910938766468	0.874048149631	0.832711967381	0.816548506882	0.686961785383	0.836141752259	0.817252423236	0.885207711189	0.843724703185	0.826674759526	0.689183092637	0.693087533225	0.67678930743	0.828582060492	0.68727137562	0.704845820082	0.683727782423	0.700493524398	0.688831887508	0.680284101112	0.673221226656	0.653404103837	0.682311053277	0.677247403663	0.682385466337	0.678488052925	0.665625616278	0.678140589654	0.765711287561	0.753985617615	0.774491874844	0.776058284209	0.756934603511	0.783012703874	0.694536049975	0.694801619722	0.755424177829	0.767700009608	0.733217045315	0.747049772516	0.737373553348	0.735816299278	0.708519884378	0.707986471223	0.730778861147	0.72827002665	0.700015059608	0.722635340189	0.895773913778	0.859735156105	0.852339187144	0.847527593941	0.850602906455	0.84820360232	0.912786215181	0.950242125331	0.920982640393	0.920250015347	0.860915329598	0.858945103811	0.863554263337	0.863803161207	0.856929164202	0.849115682983	0.863893201191	0.859423199518	0.813756448642	0.775464867979	0.773197157998
ERR2233230	0.679762717058	0.691094609853	0.0	0.697175878153	0.690048537334	0.677567399139	0.676559953856	0.660565033835	0.65637974849	0.653149019653	0.76042175301	0.835346425063	0.698894642647	0.689302848304	0.836190565723	0.838132058982	0.809862917614	0.807628030231	0.811808165763	0.830727099384	0.891383009801	0.912294597791	0.872686315696	0.830414944742	0.810918565637	0.686742169728	0.832105509552	0.832408279888	0.891330456763	0.861137264466	0.820775453039	0.66087454623	0.706926518707	0.652504302164	0.840898130232	0.688392232198	0.675695514411	0.702203576285	0.704428131235	0.657672500951	0.652548625011	0.68793311866	0.678177431539	0.670059974584	0.671810698835	0.659222987769	0.670612260974	0.654659623541	0.653272251292	0.774768180303	0.762418032731	0.772012055736	0.775769120126	0.764078138186	0.794349552034	0.690556602567	0.687456763905	0.754316273978	0.766173174978	0.714309914249	0.748452853598	0.706500456257	0.719690924911	0.702655562208	0.703035080483	0.708105211775	0.706055642711	0.684332663738	0.72266007881	0.897271358177	0.856560745941	0.85169391938	0.84637522819	0.849926556715	0.847809134946	0.913172515125	0.950318284292	0.921511796307	0.918917108565	0.881324244165	0.867106728432	0.865349437967	0.865742635566	0.868473150622	0.873905735881	0.871492818843	0.866725643613	0.838117494522	0.766326414815	0.754546497494
ERR2233231	0.654530966958	0.668852334921	0.697175878153	0.0	0.664051116473	0.657561443481	0.681697001256	0.663413574564	0.688912304045	0.680208504428	0.730110203694	0.812274259433	0.69343468418	0.6980940421	0.838033612843	0.840058163017	0.812517999056	0.810134992767	0.815129385718	0.834973969566	0.896959599012	0.91561272537	0.879309401202	0.838578349019	0.819175795171	0.732646374305	0.836149040592	0.811839777123	0.882811001948	0.864831682374	0.833281870383	0.699918306131	0.690966301907	0.693449595907	0.822326272449	0.727231355532	0.712635393931	0.717895715147	0.704967785276	0.710495701585	0.701426338471	0.654848945243	0.652248437254	0.671529154798	0.659281906696	0.678671480931	0.663596958525	0.658469345003	0.679382151663	0.752858336915	0.732631832207	0.771781803186	0.764765311255	0.738090939336	0.767423300614	0.680079127255	0.687966193148	0.748592058874	0.770175797463	0.733842866744	0.729746632102	0.736902156918	0.729341316316	0.697934297102	0.692557779234	0.732873193379	0.727444959474	0.694559073702	0.701799558584	0.899417167189	0.864535051448	0.859732276657	0.854362139004	0.857856026193	0.853274071996	0.91941375248	0.95446621678	0.926842799339	0.925490496852	0.877969486729	0.861284895064	0.8709972382	0.87091124625	0.858890382096	0.864519425995	0.865912951446	0.86150352875	0.839355391767	0.776840957892	0.772439134943
ERR2233232	0.660328363706	0.657892543218	0.690048537334	0.664051116473	0.0	0.661778057301	0.646736832849	0.668151403378	0.68370331306	0.679100964589	0.715455082302	0.804647520129	0.703908817612	0.698465949164	0.822497223973	0.825371624154	0.800390187441	0.797495360698	0.804543313688	0.801243540663	0.885475264236	0.905538107794	0.8650057605	0.825668844445	0.808206070397	0.685684901328	0.827768636985	0.800604214821	0.871891729708	0.833532553784	0.819631887932	0.693927073004	0.696775176029	0.684516933422	0.811155503729	0.682595399989	0.709010372557	0.67950583247	0.709172935143	0.698568801526	0.688539744281	0.66286156676	0.659993775296	0.672746194845	0.664466503975	0.676306761421	0.667800281887	0.662484901777	0.676303792711	0.748975949324	0.740131088974	0.756179916181	0.761418939958	0.741647988973	0.766233200681	0.688359717526	0.695154444319	0.739252578267	0.757696873339	0.730270705711	0.735518879814	0.729157704327	0.729447515954	0.704220885783	0.699458885592	0.726012828411	0.718720775137	0.700430083798	0.701155506835	0.889736644438	0.85413598097	0.849268273245	0.843836525516	0.847463395817	0.845375388316	0.910669310055	0.945191307705	0.917809924371	0.915131070419	0.849192112693	0.852131817197	0.857606670892	0.861622947742	0.848009064149	0.842093188907	0.854536012857	0.850730535402	0.803856006417	0.762422359088	0.756859302185
ERR2233233	0.659327191284	0.679232160263	0.677567399139	0.657561443481	0.661778057301	0.0	0.674882142009	0.659528087575	0.6731047148	0.668312062208	0.738378211159	0.812720542343	0.697872534237	0.695103624847	0.833301857985	0.834083848809	0.807002286415	0.806310653147	0.809170628277	0.829211722473	0.892404016984	0.913656225209	0.875173188169	0.832764389798	0.810391353463	0.715175826219	0.834406022673	0.807313373173	0.879916229303	0.860593853791	0.82424746397	0.688480029943	0.697952399546	0.677202274063	0.817752128699	0.711242354908	0.704810012507	0.712540938271	0.708380871922	0.693955045051	0.684549369109	0.654416964949	0.658301031553	0.660731037737	0.653938776054	0.665064247377	0.658899231562	0.655839666451	0.667505236135	0.755348387242	0.742051411689	0.762222553149	0.762959020551	0.741660453919	0.769339353544	0.684258272557	0.690657873146	0.741847095082	0.761354802264	0.719463736286	0.733515366625	0.722672665936	0.721548259619	0.703729446601	0.69574320045	0.717749001527	0.714390927635	0.689286569406	0.700315100454	0.896875248855	0.862459051787	0.854333639929	0.852616197715	0.853497495233	0.851943805181	0.918307898163	0.953701487554	0.9243863339	0.924118376552	0.875270329657	0.860857725034	0.866816246064	0.868647689979	0.857238438482	0.862771014405	0.862369887804	0.859053587858	0.83644241334	0.762802491247	0.754567569819
ERR2233234	0.669206606546	0.652521892981	0.676559953856	0.681697001256	0.646736832849	0.674882142009	0.0	0.660400626615	0.668747934937	0.660649736699	0.731431143775	0.815471548187	0.702691438486	0.694277589286	0.821475378638	0.826698010912	0.802229098404	0.801067213082	0.806008122931	0.803638826429	0.887857900914	0.907544231805	0.867421621437	0.828505928203	0.809194692816	0.666788938798	0.827754069555	0.811911522546	0.880963640298	0.834936430682	0.82038136382	0.676628953794	0.703728241792	0.668272691644	0.8238486231	0.66227447678	0.69437404508	0.672953846775	0.703150521438	0.682520971659	0.674220456452	0.675173736056	0.668057692724	0.668740717424	0.671898602914	0.6672035992	0.669784035158	0.660514089303	0.665260435575	0.76723448463	0.755775344721	0.765249470486	0.769579679969	0.756536468048	0.785160518873	0.695169308042	0.696655736117	0.74988189736	0.764266589248	0.724820110392	0.74729976798	0.720382524697	0.724404273528	0.708966419508	0.705078964213	0.720419846897	0.714645228977	0.69632806359	0.714282247392	0.891220163211	0.854714005302	0.848280997853	0.84261007126	0.849686108833	0.845102376189	0.910351184735	0.948930644163	0.918721633681	0.917349460828	0.858602888305	0.857657411482	0.860120432736	0.861474058394	0.856566269399	0.846650001804	0.861551364031	0.856936934955	0.808233885658	0.763568022305	0.758711841808
ERR2233235	0.654534319755	0.669418942735	0.660565033835	0.663413574564	0.668151403378	0.659528087575	0.660400626615	0.0	0.649399626156	0.643946404047	0.749502015618	0.829226351226	0.689717280557	0.681417225874	0.838428942139	0.843616443923	0.813992367993	0.813135007203	0.814634725392	0.832937839612	0.892356184425	0.912328690333	0.873225539589	0.836212162402	0.818519847411	0.688863768553	0.837749517155	0.822218595574	0.886273504435	0.865700368877	0.827210530963	0.669362069111	0.688627412253	0.653074492481	0.837806493365	0.684651216241	0.676282669156	0.695470648664	0.689732235354	0.669086900918	0.656403779111	0.660926691572	0.655354620181	0.655379105948	0.65088980938	0.64841093203	0.650614982899	0.643674370775	0.640047327763	0.759783065863	0.745050760106	0.76795681527	0.771008891145	0.748365006108	0.780780905234	0.680094529255	0.680584289013	0.745239063314	0.764676738336	0.706636885917	0.736981636438	0.706541379649	0.712550362252	0.69241369714	0.689595420382	0.704466174674	0.700496044602	0.678389052197	0.712361955817	0.896266973443	0.859651408995	0.850532006024	0.848110749011	0.850090337701	0.847016518869	0.915017313093	0.951752849638	0.921078419264	0.91923771268	0.87601463728	0.86358283173	0.86460687967	0.866518830889	0.861971364547	0.86875488287	0.866798270127	0.862836987101	0.840183703245	0.771886009781	0.759238056638
ERR2233236	0.673793236142	0.681137492104	0.65637974849	0.688912304045	0.68370331306	0.6731047148	0.668747934937	0.649399626156	0.0	0.643524882739	0.761698395381	0.837252684479	0.69660014394	0.687941881068	0.835172747036	0.838074475835	0.811499239757	0.810689924535	0.811036425934	0.829391011811	0.889413586583	0.911261106827	0.870604928752	0.834688141434	0.814175987112	0.675150605832	0.834947154819	0.827945465931	0.88730691547	0.862357849596	0.819516208279	0.659095221618	0.702628228337	0.645149998633	0.843420103643	0.677056705304	0.66922222442	0.691848890053	0.701242231853	0.653781187033	0.653308038795	0.682583420436	0.667512015789	0.662009305626	0.663777639492	0.6485134143	0.666612053528	0.64676078272	0.640618755029	0.770576235616	0.76451445529	0.769416517714	0.778217604138	0.760528229589	0.794513253738	0.692193033948	0.688391087402	0.751697611362	0.761952166262	0.710921027927	0.745478120669	0.704442387884	0.717410809528	0.702647217097	0.704814204588	0.706424760597	0.705122873212	0.685583800646	0.724391422591	0.895192082041	0.853435427703	0.848971639391	0.840841770604	0.84664939792	0.845790481216	0.911397318086	0.951237038215	0.919618941265	0.917090551462	0.877918654013	0.861895943057	0.86050843266	0.864662045921	0.863594613509	0.869592133651	0.868455100422	0.863658782444	0.835893048999	0.769421266122	0.756043521235
ERR2233237	0.66768556377	0.677285532122	0.653149019653	0.680208504428	0.679100964589	0.668312062208	0.660649736699	0.643946404047	0.643524882739	0.0	0.758110749003	0.836986055118	0.69321913053	0.683472776095	0.83670287673	0.839024815044	0.813135806259	0.809332830964	0.810316773177	0.830942413245	0.894584426456	0.914267577079	0.874925172163	0.835183887062	0.810107207963	0.681815184109	0.834134950194	0.831173382643	0.892123092006	0.86110063071	0.82077031819	0.657306676438	0.699374318684	0.647320940441	0.841935937231	0.682601911707	0.661810819607	0.697248961617	0.696945327107	0.656159971282	0.645986444203	0.673659128456	0.662933422003	0.661228105869	0.662483651825	0.652094009459	0.665277396056	0.643260899609	0.643041038496	0.772511735016	0.762703800851	0.771956760107	0.780617216688	0.764401236935	0.794658618724	0.686762585357	0.686804152248	0.752988432907	0.770033234716	0.71304694071	0.748579533746	0.711583239404	0.723201223991	0.702689242779	0.700890528463	0.70801749445	0.704543333384	0.685220300792	0.715124931614	0.89883784128	0.858670062862	0.852184559757	0.847708537989	0.850682346186	0.848586656561	0.913764363803	0.951568700885	0.920288651848	0.920477745813	0.879921486936	0.865999674723	0.865280903209	0.867640597525	0.865825065424	0.871224338062	0.869921536368	0.866551663998	0.836104353454	0.769321102788	0.75750082108
