	sequences per sample	iteration	ERR2233229	ERR2233255	ERR2233253	ERR2233254	ERR2233231	ERR2233239	ERR2233233	ERR2233235	ERR2233236	ERR2233240	ERR2233238	ERR2233271	ERR2233241	ERR2233248	ERR2233243	ERR2233245	ERR2233246	ERR2233249	ERR2233250	ERR2233251	ERR2233259	ERR2233264	ERR2233265	ERR2233268	ERR2233277	ERR2233278	ERR2233287	ERR2233317	ERR2233261	ERR2233270	ERR2233266	ERR2233234	ERR2233247	ERR2233257	ERR2233262	ERR2233269	ERR2233267	ERR2233237	ERR2233256	ERR2233286	ERR2233292	ERR2233310	ERR2233293	ERR2233299	ERR2233301	ERR2233303	ERR2233260	ERR2233244	ERR2233304	ERR2233273	ERR2233276	ERR2233318	ERR2233258	ERR2233312	ERR2233263	ERR2233307	ERR2233272	ERR2233309	ERR2233274	ERR2233275	ERR2233279	ERR2233280	ERR2233281	ERR2233282	ERR2233283	ERR2233284	ERR2233285	ERR2233289	ERR2233297	ERR2233295	ERR2233296	ERR2233313	ERR2233300	ERR2233314	ERR2233305	ERR2233311	ERR2233306	ERR2233308	ERR2233315	ERR2233316	ERR2233319	ERR2233320	ERR2233321	ERR2233230	ERR2233242	ERR2233288	ERR2233290	ERR2233291	ERR2233232	ERR2233252
alpha_rarefaction_10_0.txt	10	0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	16.0	55.0	55.0	13.0	23.0	22.0	8.5	55.0	55.0	55.0	55.0	23.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	13.0	55.0	55.0	55.0	29.0	12.0	55.0	29.0	29.0	23.0	8.5	55.0	12.0	55.0	55.0	29.0	55.0	55.0	23.0	55.0	29.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	9.0	5.5	55.0	55.0
alpha_rarefaction_10_1.txt	10	1	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	29.0	55.0	55.0	55.0	55.0	13.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	22.0	55.0	55.0	55.0	23.0	55.0	29.0	23.0	12.0	23.0	12.0	55.0	55.0	55.0	23.0	29.0	23.0	55.0	29.0	55.0	29.0	29.0	55.0	55.0	55.0	55.0	55.0	55.0	12.0	9.0	12.0	23.0	55.0
alpha_rarefaction_10_2.txt	10	2	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	13.0	23.0	55.0	55.0	55.0	29.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	23.0	23.0	8.5	29.0	13.0	55.0	55.0	23.0	55.0	23.0	55.0	55.0	23.0	55.0	55.0	55.0	23.0	23.0	55.0	55.0	55.0	29.0	12.0	12.0	13.0	23.0	13.0	23.0	55.0	13.0	55.0	12.0	55.0	55.0	23.0	55.0	29.0	55.0	55.0	23.0	55.0	23.0	55.0	55.0	22.0	4.5	4.0	55.0	55.0
alpha_rarefaction_10_3.txt	10	3	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	23.0	23.0	55.0	55.0	55.0	23.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	23.0	22.0	22.0	13.0	55.0	55.0	55.0	55.0	55.0	29.0	29.0	55.0	55.0	29.0	55.0	23.0	55.0	55.0	55.0	29.0	12.0	23.0	23.0	22.0	12.0	13.0	23.0	12.0	55.0	23.0	55.0	55.0	23.0	23.0	55.0	22.0	29.0	55.0	55.0	55.0	55.0	55.0	55.0	29.0	12.0	12.0	55.0	55.0
alpha_rarefaction_10_4.txt	10	4	55.0	55.0	55.0	22.0	55.0	23.0	55.0	23.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	23.0	55.0	12.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	23.0	55.0	22.0	23.0	12.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	16.0	55.0	55.0	55.0	55.0	29.0	13.0	13.0	29.0	13.0	8.5	55.0	55.0	55.0	55.0	7.0	55.0	23.0	23.0	23.0	23.0	23.0	55.0	23.0	55.0	13.0	23.0	55.0	8.5	12.0	8.5	55.0	55.0
alpha_rarefaction_10_5.txt	10	5	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	9.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	29.0	55.0	55.0	55.0	55.0	55.0	29.0	13.0	23.0	23.0	23.0	9.0	13.0	23.0	13.0	55.0	55.0	9.0	55.0	55.0	22.0	55.0	22.0	23.0	55.0	23.0	55.0	13.0	23.0	55.0	22.0	12.0	12.0	55.0	55.0
alpha_rarefaction_10_6.txt	10	6	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	29.0	23.0	55.0	23.0	55.0	23.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	29.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	29.0	23.0	13.0	13.0	23.0	12.0	23.0	55.0	13.0	13.0	13.0	23.0	55.0	29.0	55.0	23.0	22.0	23.0	23.0	55.0	23.0	55.0	23.0	55.0	29.0	12.0	55.0	55.0
alpha_rarefaction_10_7.txt	10	7	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	23.0	29.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	13.0	7.0	29.0	23.0	55.0	23.0	55.0	55.0	12.0	23.0	55.0	55.0	23.0	55.0	22.0	55.0	55.0	55.0	29.0	23.0	55.0	9.0	55.0	12.0	8.5	29.0	23.0	55.0	55.0	29.0	55.0	55.0	22.0	55.0	16.0	22.0	55.0	23.0	55.0	55.0	55.0	55.0	23.0	9.0	12.0	55.0	55.0
alpha_rarefaction_10_8.txt	10	8	55.0	55.0	55.0	29.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	23.0	55.0	29.0	23.0	13.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	23.0	55.0	55.0	55.0	29.0	55.0	55.0	12.0	22.0	13.0	8.5	29.0	55.0	55.0	55.0	29.0	55.0	55.0	55.0	55.0	23.0	29.0	55.0	13.0	55.0	55.0	23.0	23.0	23.0	5.0	9.0	55.0	55.0
alpha_rarefaction_10_9.txt	10	9	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	23.0	55.0	55.0	23.0	55.0	55.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	23.0	55.0	55.0	29.0	55.0	22.0	55.0	23.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	29.0	55.0	23.0	55.0	13.0	29.0	55.0	29.0	23.0	23.0	11.0	55.0	23.0	13.0	12.0	29.0	55.0	55.0	12.0	55.0	22.0	23.0	23.0	55.0	55.0	55.0	55.0	55.0	29.0	13.0	22.0	55.0	55.0
alpha_rarefaction_2443_0.txt	2443	0	8014.226277372263	7128.538961038961	7801.916666666667	6871.697478991597	7450.079470198675	6333.257142857143	6789.910828025478	7735.638157894737	6552.860465116279	6635.133757961784	7718.420689655172	5511.0	7250.0	7446.5503355704695	6633.9941860465115	9200.40425531915	8563.478873239437	6626.83950617284	6760.940789473684	8609.425373134329	6386.50625	7582.75	6439.550295857988	5803.89932885906	4390.102739726028	3594.59375	2574.0102040816328	1764.2475247524753	7681.878048780488	7387.520833333333	6989.852564102564	6474.285714285715	6634.133757961784	9708.1	5873.816091954023	7802.207407407407	6781.175	7494.974193548387	6775.791366906475	2964.511111111111	3827.008849557522	3716.3846153846152	3772.815789473684	1322.6315789473683	707.090909090909	1790.5119047619048	7434.75	7197.374193548387	4069.235294117647	3122.151515151515	5161.551515151516	4088.214285714286	6820.84375	4417.276785714286	6871.087719298245	3611.25	3127.419540229885	3659.205882352941	2603.857142857143	4110.740740740741	5862.9375	2539.5348837209303	2725.816326530612	2468.2178217821784	2588.8125	2418.0365853658536	2235.4415584415583	1231.9411764705883	2919.009009009009	2838.5945945945946	2152.4700854700855	3587.8172043010754	1357.0144927536232	4100.5	4277.923076923077	2975.03738317757	4750.25	4785.193548387097	2461.9285714285716	847.3737373737374	3907.051282051282	4809.163934426229	5145.173913043478	7983.142857142857	7370.673076923077	1105.225806451613	1311.3125	473.0909090909091	5972.948051948052	7984.309352517986
alpha_rarefaction_2443_1.txt	2443	1	8035.833333333333	7197.387096774193	7206.940789473684	6248.744827586207	8096.553191489362	7603.190476190476	7464.821428571428	7471.892215568862	7481.2774193548385	7131.580645161291	7310.641891891892	7055.769736842105	7830.444444444444	7010.905660377359	7465.371794871795	7697.798742138365	7970.431372549019	7160.857142857143	7545.310344827586	8779.863309352517	6045.1366459627325	7547.0204081632655	6560.95625	5790.734693877551	5055.672413793103	3124.5098039215686	2571.141592920354	1851.8829787234042	6695.805555555556	7555.328671328672	7516.068027210885	7485.1578947368425	6962.689873417721	6970.805714285714	6109.2830188679245	6949.903225806452	7434.506944444444	8118.0	7126.401459854014	2620.3055555555557	3452.0625	3371.5	3239.048	921.0	689.1475409836066	2543.6153846153848	7607.746575342466	7654.306122448979	4329.734513274336	2685.4127906976746	5909.636363636364	3469.05737704918	5942.686274509804	4259.08	8012.43537414966	3310.3783783783783	3245.540697674419	3773.2736842105264	2578.2418300653594	4342.054054054054	5661.993865030675	2342.40625	2635.2962962962965	2776.1290322580644	3033.75	2294.7037037037035	2320.3424657534247	1175.1875	2833.0854700854698	2841.525	2660.6132075471696	3386.2105263157896	1190.3291139240505	4184.644628099173	3919.1639344262294	2845.826086956522	4141.204724409448	2961.3939393939395	2337.0333333333333	821.3189655172414	3681.7950819672133	5185.44347826087	4548.333333333334	7170.08280254777	7354.701986754967	1203.1016949152543	1192.7735849056603	423.7173913043478	6887.525179856115	7929.013245033113
alpha_rarefaction_2443_2.txt	2443	2	7388.355704697987	7709.066225165563	7174.557046979866	6334.687943262411	7123.33962264151	6495.251497005988	6649.648148148148	8063.638157894737	7519.986842105263	6839.96178343949	7602.881578947368	6059.846153846154	7609.104166666667	6594.134615384615	8522.264705882353	7000.017857142857	8320.29054054054	6933.924528301887	7613.514705882353	8209.377622377622	5452.087719298246	6651.285714285715	6627.28125	5523.7	4566.0	2987.697802197802	3283.0116279069766	1641.0	6530.840206185567	6720.217948717948	6890.044025157233	6726.523076923077	6411.574074074074	8583.114649681529	6069.969512195122	6473.768292682927	7038.12101910828	8190.264900662251	6726.404255319149	2773.1881188118814	3386.722222222222	4001.2272727272725	3641.9803921568628	1025.7971014492755	760.7101449275362	1948.625	8045.891891891892	7179.721854304636	4075.0	3382.5686274509803	5956.466666666666	3535.084745762712	6650.625	4286.303571428572	6748.3216374269	3380.757281553398	3709.141891891892	3423.9326923076924	2549.9192546583854	4430.5	5106.28488372093	2610.2962962962965	2510.061855670103	2888.228260869565	2719.478723404255	2006.16	2675.8983050847455	989.4166666666666	2706.560344827586	3458.467889908257	2236.328	3278.0	1254.3230769230768	4299.526315789473	4192.058394160584	2714.9411764705883	4429.25	2617.214285714286	2216.032967032967	883.9514563106795	4055.0943396226417	5088.6909090909085	5208.840707964602	8525.041958041958	7683.884615384615	1110.9402985074626	1162.6	468.8378378378378	6515.507352941177	7346.975
alpha_rarefaction_2443_3.txt	2443	3	6630.006329113924	7675.292207792208	6784.093167701863	6168.111940298508	7271.506172839506	6333.079268292683	8195.0	6726.653846153846	7262.6140350877195	6817.7468354430375	7134.65625	6761.335570469799	8696.780487804877	7510.068027210885	7771.442953020134	8505.227586206896	7733.949367088608	6382.337209302325	6523.0192307692305	8803.963503649635	5991.114457831325	6768.5321637426905	6831.218181818182	5796.338028169014	4428.916083916084	3836.0416666666665	2719.097087378641	1740.2474226804125	6366.058510638298	8553.379032258064	7730.027027027027	6663.3448275862065	7907.462121212121	8801.06993006993	6356.357142857143	6721.006211180124	6805.018404907975	8815.040816326531	7378.488	2432.301724137931	3305.2897196261683	3556.2616822429904	3442.7586206896553	913.6785714285714	715.5084745762712	1898.041095890411	7838.479166666667	7186.919254658385	4538.0252100840335	2912.7528089887637	4967.1595092024545	3509.890756302521	6634.274809160305	4434.416666666666	6911.069767441861	3367.1238938053098	3520.927152317881	3654.227722772277	2850.5422535211264	4152.27027027027	4798.8258426966295	2497.835294117647	2708.0	2614.09900990099	2123.0188679245284	2413.904761904762	2083.6626506024095	1255.7843137254902	2268.05035971223	2890.340909090909	2208.9083969465646	3800.717391304348	1424.1875	4612.405405405405	4518.275	3052.5098039215686	4472.2307692307695	2624.0299999999997	2328.530120481928	748.0	3513.5371900826444	4303.661538461538	5221.345794392523	7984.625	8472.786259541985	1054.8358208955224	1083.611111111111	390.47826086956525	6219.190476190476	8046.93006993007
alpha_rarefaction_2443_4.txt	2443	4	7304.854304635762	6703.558282208589	7357.2	6633.780487804878	7178.396226415094	7779.774193548387	7974.73381294964	8300.46896551724	8218.45	6719.625	7603.685534591195	6072.950920245399	6541.3216374269	7029.090909090909	7247.060402684564	8417.144827586206	7140.058139534884	6931.19375	6860.414473684211	7245.506097560976	6790.0	6745.263473053892	5820.225274725275	5674.085106382979	4870.925373134329	2992.75	2259.4660194174758	2132.395348837209	7318.77245508982	7081.392405063291	7074.490797546012	6944.807692307692	7807.918918918919	8360.554838709679	6491.229299363057	7860.738805970149	8022.040540540541	7912.038709677419	7395.008403361345	2794.0093457943926	3205.9646017699115	3082.276923076923	3151.0344827586205	1164.6666666666665	702.6307692307691	1711.3	6753.0	8009.507142857143	4044.4471544715448	2875.7640449438204	4488.179775280899	3671.8	6067.489361702128	4147.360000000001	6999.213017751479	3877.438775510204	3534.8791946308725	3610.8125	2388.090909090909	4642.179104477612	5684.1366459627325	2568.685393258427	3050.1685393258426	2835.967741935484	2293.795918367347	2326.632183908046	2367.8	1107.1754385964912	2884.1388888888887	3122.1100917431195	2528.2241379310344	3674.0	1445.31884057971	4063.2	5175.275862068966	3058.5913978494623	4469.568807339449	2567.0087719298244	2526.6973684210525	863.2857142857142	3760.655462184874	4458.2	4824.008695652174	9030.022727272728	7112.818181818182	1042.764705882353	1340.4285714285716	404.0	5382.472727272727	8643.407407407409
alpha_rarefaction_2443_5.txt	2443	5	8911.693430656935	7773.539473684211	7028.959731543624	5471.198675496688	9139.4765625	7333.571428571428	7330.3722627737225	7508.673076923077	7602.627586206897	6918.03125	7168.662420382166	6316.431372549019	7325.627586206897	6954.568627450981	6972.475609756098	9181.721428571429	7415.08280254777	7068.967948717948	7825.255474452555	7485.363636363636	6321.225806451613	6412.214285714285	6388.1194968553455	5058.090909090909	4546.260869565218	3509.685185185185	2997.191489361702	1686.264705882353	6128.050561797752	7075.456953642384	6960.568627450981	8294.0	6320.809523809524	7286.061452513966	6626.461538461538	6563.0	7426.172185430463	9135.15	7199.889763779527	2669.509090909091	3808.0	3449.7830188679245	2765.604166666667	1233.3859649122805	813.06	1801.825	6515.1016949152545	6685.094674556213	3576.4206896551723	2961.066225165563	5634.55944055944	3620.8198198198197	5789.075342465753	4906.266055045871	6974.372881355932	3298.060344827586	3671.3636363636365	3903.95	2903.6418918918916	4225.058394160584	5596.018633540372	2689.048780487805	2550.45	2633.416666666667	2577.2608695652175	2238.238636363636	2593.833333333333	1055.5576923076924	2902.6168224299063	3070.0095238095237	2552.972222222222	3174.0825688073396	1318.6184210526317	4529.875	4773.38679245283	2990.26	3686.874074074074	3116.279069767442	2221.0714285714284	820.6969696969697	3735.943396226415	4709.015748031496	4489.952380952381	8728.105633802817	6833.88524590164	1120.2295081967213	1074.0566037735848	415.4473684210526	6861.628099173554	8170.643835616438
alpha_rarefaction_2443_6.txt	2443	6	7686.5	7619.5	7070.38125	6071.330882352941	6291.9375	6528.781065088758	7960.955882352941	8626.256944444445	7818.4807692307695	6855.032258064516	6906.180124223602	6454.888111888112	7326.721088435374	7042.139240506329	7387.9426751592355	7887.0392156862745	7871.083333333333	6533.042944785276	6387.369696969697	8684.111842105263	5459.564705882352	6876.0920245398775	6347.203488372093	5555.050632911392	4356.391891891892	3150.700564971751	2721.557894736842	1647.8348623853212	7469.857988165681	7315.724137931034	6795.602564102564	6307.0066225165565	8930.467741935485	7547.5	6172.060240963855	6634.133757961784	7212.374193548387	7997.881578947368	7555.458333333333	2845.196261682243	2956.822222222222	3468.464285714286	3796.158878504673	987.6818181818181	938.1851851851852	1649.9052631578948	6764.727272727273	6607.055555555556	3993.3576642335765	2906.6026490066224	4413.43956043956	3150.728	6850.157480314961	4901.924528301886	6735.257142857143	3201.276785714286	3486.9620253164558	3206.264150943396	2903.0680272108843	4614.572463768116	5133.535294117647	2178.6701030927834	2221.6810344827586	2463.277777777778	2514.811111111111	2565.0348837209303	2299.4186046511627	1115.8620689655172	3271.8811881188117	2868.4836065573772	2225.4488188976375	3458.86	1204.9117647058824	4441.028846153846	3978.0	2995.494845360825	4435.142857142857	4167.661764705883	2465.74358974359	915.8396226415094	3714.5	4487.916666666666	4880.436363636363	8518.112676056338	7382.686274509804	1039.3382352941176	987.7222222222222	453.8095238095238	6593.923076923077	7735.490322580645
alpha_rarefaction_2443_7.txt	2443	7	7369.833333333333	7574.106666666667	7355.428571428572	5657.10071942446	7914.257142857143	7444.0	7443.881578947368	7278.923076923077	7781.523489932886	7852.615384615385	7134.506493506494	5907.424242424242	7278.590909090909	7790.645833333333	8206.56204379562	9201.294964028777	7580.556962025316	6544.042944785276	6074.0	7442.173913043478	5514.276073619632	6121.142045454545	6091.834285714286	6000.985294117647	3965.718309859155	3541.9375	2774.210526315789	1927.6666666666667	7738.61038961039	7021.802547770701	7548.879432624113	6796.493243243243	6985.11038961039	7541.786982248521	7094.151079136691	7355.673913043478	7505.75	7735.55	7169.746268656716	2285.176470588235	3178.8333333333335	3753.8155339805826	2976.306569343066	1203.4727272727273	860.6545454545454	2070.8684210526317	6980.2962962962965	8047.913669064748	4635.061946902655	2714.833333333333	4916.420731707317	3492.5575221238937	6083.1294964028775	4814.25	6930.223463687151	3539.8189655172414	3021.3473684210526	3318.3846153846152	2690.25625	4211.291666666666	5678.9496855345915	2527.5384615384614	2579.276595744681	2278.3783783783783	2468.857142857143	2794.8088235294117	2212.5	1134.1224489795918	2777.592920353982	2898.4117647058824	2411.137931034483	3527.039603960396	1377.3918918918919	3937.306569343066	4166.786259541985	2647.3362068965516	4405.881355932203	2688.7799999999997	1962.59375	891.0094339622642	3599.08547008547	5253.608695652174	5275.092592592593	8703.970149253732	7250.284810126583	1278.9516129032259	1125.0377358490566	424.0	7011.162790697675	8675.116788321167
alpha_rarefaction_2443_8.txt	2443	8	8224.905511811023	7864.0	6417.123529411765	5976.534246575343	7672.185430463576	7595.958333333333	8439.207407407408	7744.490909090909	7446.9177215189875	6422.6626506024095	6932.0641025641025	6903.56338028169	7611.324675324675	6049.11052631579	8944.948529411766	8183.125	7550.037037037037	7301.755395683454	6937.615384615385	7998.993288590604	6294.11038961039	6300.711764705882	6452.803680981595	5086.8	4914.917910447761	3341.477707006369	2692.6226415094343	1865.009090909091	7202.0346820809245	7825.723880597015	7521.304964539007	6514.473684210527	6560.0192307692305	8388.241379310344	6508.006451612903	6583.1533742331285	7327.925925925926	8336.9375	6985.194444444444	2932.3655913978496	3735.589285714286	2706.109489051095	3092.233333333333	982.0428571428571	704.0133333333333	2219.75	6676.127272727273	7859.275167785235	4360.566371681416	2942.3664596273293	5046.428571428572	4052.9174311926604	6842.546153846154	4129.8091603053435	7226.23602484472	3602.1650485436894	3320.7168674698796	3310.0925925925926	2556.5617283950614	3977.7018633540374	5101.164705882353	2425.876404494382	2843.5978260869565	2452.0095238095237	2212.1009174311926	2628.0759493670885	2263.785714285714	903.6	2884.462809917355	2990.0263157894738	2359.627118644068	3783.8387096774195	1314.4133333333334	4730.26	3999.590909090909	3093.010101010101	4470.968	2580.892156862745	2448.04	793.71875	3528.5371900826444	4034.888111888112	4442.930232558139	7845.290322580645	7458.602739726028	1129.967741935484	966.8	427.37142857142857	7102.692913385827	7615.803921568628
alpha_rarefaction_2443_9.txt	2443	9	7618.3057324840765	7200.25	6991.173076923077	7166.052173913044	8559.043165467625	7543.788732394366	6952.225806451613	7088.272727272727	7285.094936708861	6954.263157894737	7623.653594771242	6779.687943262411	7134.43537414966	6500.1502890173415	7709.861842105263	8491.661971830985	7412.159509202454	7901.9699248120305	6818.02	7385.377358490566	6646.3489932885905	6409.018181818182	6273.508196721312	5847.06993006993	4422.263157894737	3199.993670886076	3105.61797752809	1740.6785714285716	7449.248407643312	7263.448275862069	7481.190789473684	7198.307692307692	7314.938356164384	8148.350318471337	6675.377622377622	6803.421052631579	6368.634285714285	9125.15	6162.1241830065355	2703.2666666666664	3663.6363636363635	3524.3255813953488	2696.021582733813	969.5	748.8181818181818	1753.6704545454545	6638.818181818182	7343.233766233766	4018.55	2878.624277456647	4508.085714285715	3470.1428571428573	6547.58394160584	4401.184210526316	6910.844720496894	3083.1944444444443	3837.0416666666665	3819.304347826087	2346.9941860465115	4379.866666666667	4802.428571428572	2245.114942528736	2718.702127659574	2707.0291262135925	2824.833333333333	2861.076923076923	2905.1666666666665	1250.0227272727273	2960.834862385321	2733.1404958677685	2807.333333333333	3060.9908256880735	1352.394366197183	4185.048780487805	4486.123966942148	2700.8521739130438	4078.00826446281	2825.031914893617	2612.6	773.1979166666667	3859.436974789916	4259.255639097744	5267.738738738739	7430.452830188679	7305.181818181818	1015.9850746268656	1159.0	444.72727272727275	6762.963503649635	7364.309210526316
alpha_rarefaction_4876_0.txt	4876	0	11702.408783783783	12064.157894736842	10487.03194888179	9013.58695652174	11571.85	10991.408360128618	10736.246621621622	12212.034482758621	10534.43729903537	10055.050167224079	10805.467741935485	9824.631578947368	11039.93559322034	8889.536516853932	10743.079617834395	11846.894568690095	10982.755223880598	9847.657407407409	10710.241610738256	12085.102649006623	9141.8125	9989.275862068966	11473.619565217392	8481.575	6453.748062015504	4774.179487179487	4096.545454545454	2462.815789473684	11542.42	10884.56338028169	11103.725	11151.88326848249	10071.757188498403	12204.003246753247	9745.765306122448	10888.757894736842	12922.011235955057	12154.29315960912	10295.789667896679	3426.230769230769	5327.933333333333	5540.305	4895.736842105263	1262.7758620689656	1060.1764705882351	2515.0408163265306	10159.199367088608	10552.990384615385	6989.532710280374	4134.258064516129	8282.015209125475	5027.736585365854	8952.310344827587	6238.46875	10736.498381877023	5389.437125748504	5409.290836653387	5517.684210526316	3767.0244897959183	6482.712598425197	8354.61301369863	3693.582191780822	3836.9595375722542	4382.7806451612905	3985.2101910828023	3332.8273809523807	3805.88	1453.6105263157895	3976.5023696682465	4359.861386138614	3403.646766169154	5048.12	2085.4205607476633	5617.585365853658	6964.0330188679245	4166.0	6595.4562211981565	4359.406779661017	3918.68085106383	994.0763358778627	5456.2972972972975	7064.671052631579	7267.0301724137935	12795.851449275362	11554.319727891156	1552.881188118812	1533.4186046511627	641.52	9357.021505376344	12314.413793103447
alpha_rarefaction_4876_1.txt	4876	1	11923.120689655172	11059.996753246753	10907.020408163266	8768.606498194946	11740.815789473685	10978.685618729098	10507.745283018867	11323.714285714286	11696.306397306398	10456.580071174376	11508.23489932886	9769.591362126246	11120.20618556701	10773.556363636364	10879.55485893417	11720.694006309148	10775.73590504451	9749.207236842105	10143.055194805194	12000.15	8946.360655737706	9676.245222929936	9075.361111111111	9880.9375	6295.784	4596.618881118881	3740.186528497409	2425.104651162791	10280.877192982456	11519.503703703704	10579.41368078176	10588.521739130436	10177.677852348992	11653.922155688622	9520.571428571428	10678.020408163266	12684.253676470587	12369.122866894199	9961.537593984962	3867.0213903743315	5513.926829268293	4817.528571428571	4713.00462962963	1538.578947368421	999.4	2405.2420382165606	9537.313432835821	10770.875	6866.3	4007.1590106007066	8251.591397849463	4945.672566371682	9484.110714285714	7200.378109452737	11090.333333333334	5205.886010362694	5098.892988929889	5183.2307692307695	3381.7558139534885	6851.086614173229	8503.946308724833	3823.304054054054	3790.38202247191	4458.962264150943	3917.632258064516	3336.6	3449.1739130434785	1379.0618556701031	3957.663414634146	4082.651785714286	3573.1015228426395	4621.2835820895525	1721.7	5985.404444444444	6207.0	5174.672727272728	6201.063829787234	5094.598684210527	3506.627450980392	993.0220588235294	4646.629032258064	7169.7801724137935	8034.62441314554	12717.469964664311	12151.405315614618	1483.7222222222222	1556.6315789473683	512.075	9232.449477351916	10381.133928571428
