SampleID	ForwardFastqFile	ReverseFastqFile	TreatmentGroup	sample_accession	experiment_accession	geographic_location	library_name	site_name	sample_description	base_count	sample_title	Description	Reads	Species
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	1001	755.197672443881
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	1	1.00000000001169
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	62001	17496.9426800134
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	63001	17651.3478617531
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	64001	17803.5127003472
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	64723	17912
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	25001	9813.71879664467
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	26001	10086.156623014
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	27001	10353.8379349868
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	28001	10616.9178891028
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	29001	10875.5405081655
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	30001	11129.8398697927
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	31001	11379.9411333659
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	32001	11625.9614330261
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	33001	11868.0106560562
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	34001	12106.192125456
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	35001	12340.603200185
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	36001	12571.3358046861
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	37001	12798.4768984751
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	38001	13022.1088930478
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	39001	13242.3100236147
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	40001	13459.1546814115
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	41001	13672.7137113602
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	2001	1363.04126194095
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	3001	1909.66518744426
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	4001	2416.30086123192
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	5001	2893.24969939989
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	6001	3346.62813477018
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	7001	3780.47426520964
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	8001	4197.64110230181
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	9001	4600.24406405053
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	10001	4989.91025739082
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	11001	5367.92803657015
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	12001	5735.34185128339
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	13001	6093.01508632615
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	14001	6441.67321579598
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	15001	6781.93434630773
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	16001	7114.3314045136
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	17001	7439.32862162687
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	18001	7757.33403098754
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	19001	8068.70910765253
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	20001	8373.77632574959
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	21001	8672.82516545971
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	22001	8966.11694914559
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	23001	9253.88878030026
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	24001	9536.35678361961
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	51001	15641.1107923676
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	52001	15822.4125297661
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	53001	16001.0783009318
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	54001	16177.1500238316
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	42001	13883.0546800643
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	43001	14090.2421164459
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	44001	14294.337730068
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	45001	14495.4006081336
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	46001	14693.487394436
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	47001	14888.6524520539
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	48001	15080.9480118517
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	49001	15270.4243077
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	50001	15457.1297006402
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	55001	16350.6682281472
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	56001	16521.6721309975
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	57001	16690.19970714
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	58001	16856.2877541422
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	59001	17019.9719529532
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	60001	17181.2869243942
ERR2233229	ERR2233229_1.fastq	ERR2233229_2.fastq	Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2	61001	17340.2662817657
			Sheepscot River, Maine	SAMEA104452298	ERX2286208	Sheepscot River, Maine	EddyWB_2	The Eddy	Worm burrow	47492293	bioturb_EddyWB_2	bioturb_EddyWB_2		
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	3001	1943.35830839041
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	1	1.00000000001853
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	1001	767.661661843346
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	2001	1386.66597351738
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	11001	5458.55757125416
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	12001	5830.50361121013
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	13001	6192.26357521005
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	14001	6544.59340752116
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	15001	6888.13745065505
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	16001	7223.45124125209
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	4001	2459.39952072683
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	5001	2945.09582796751
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	6001	3406.53076880113
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	7001	3847.74552047237
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	8001	4271.62433939584
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	9001	4680.32676148608
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	10001	5075.52684013193
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	37001	12905.624050765
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	38001	13126.7293347599
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	39001	13344.2131492835
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	40001	13558.1520863712
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	41001	13768.6189939567
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	42001	13975.6832564929
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	43001	14179.4110482757
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	44001	14379.8655626995
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	45001	14577.1072199609
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	46001	14771.1938555464
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	47001	14962.1808920081
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	48001	15150.1214952728
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	49001	15335.0667177441
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	50001	15517.0656289365
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	51001	15696.165435395
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	52001	15872.4115907457
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	53001	16045.8478969214
ERR2233230	ERR2233230_1.fastq	ERR2233230_2.fastq	Sheepscot River, Maine	SAMEA104452299	ERX2286209	Sheepscot River, Maine	EddyFeS2_2	The Eddy	sediment	40871307	bioturb_EddyFeS2_2	bioturb_EddyFeS2_2	54001	16216.5165974439
