SampleID	ForwardFastqFile	ReverseFastqFile	TreatmentGroup	sample_accession	experiment_accession	geographic_location	library_name	site_name	sample_description	base_count	sample_title	Description	Reads	Species
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	9001	4710.04236342975
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	36001	12262.0746518508
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	37001	12460.3528943606
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	38001	12654.3395256029
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	39001	12844.1253476571
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	39107	12864
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	32001	11424.0591340748
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	33001	11640.5104861289
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	34001	11852.2566173329
ERR2233246	ERR2233246_1.fastq	ERR2233246_2.fastq	Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm	35001	12059.4093733483
			Sheepscot River, Maine	SAMEA104452315	ERX2286225	Sheepscot River, Maine	Eddy sed 6 cm	The Eddy	sediment	28498908	bioturb_Eddy sed 6 cm	bioturb_Eddy sed 6 cm		
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	15001	6419.77328767942
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	16001	6722.06627538916
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	17001	7016.6891660067
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	18001	7304.08291388269
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	10001	4772.63675718682
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	11001	5122.61588131769
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	12001	5461.45672918599
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	13001	5790.09215676379
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	14001	6109.30772226404
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	28001	9849.25312238175
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	29001	10075.9205888282
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	30001	10298.2101525542
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	31001	10516.2536126297
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	19001	7584.63739958505
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	20001	7858.69968832082
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	21001	8126.58063470815
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	22001	8388.56022268522
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	23001	8644.89192451082
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	24001	8895.80629091489
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	25001	9141.51393100833
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	26001	9382.20800490421
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	27001	9618.06632248704
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	41001	12486.890458127
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	42001	12664.9422362883
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	43001	12839.8375582301
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	43384	12906
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	4001	2350.85005960613
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	5001	2804.99155027147
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	6001	3234.40849989685
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	7001	3643.25852936022
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	8001	4034.5119223176
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	9001	4410.39512107737
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	37001	11741.7343122065
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	38001	11933.1127427051
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	39001	12121.0474001504
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	40001	12305.6154949525
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	1	1.00000000000876
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	1001	748.148608110099
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	2001	1339.0475263949
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	3001	1865.73363342106
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	32001	10730.1741088905
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	33001	10940.0869691577
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	34001	11146.100450745
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	35001	11348.3163926621
ERR2233247	ERR2233247_1.fastq	ERR2233247_2.fastq	Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm	36001	11546.8307914948
			Sheepscot River, Maine	SAMEA104452316	ERX2286226	Sheepscot River, Maine	Eddy sed 7 cm	The Eddy	sediment	30627394	bioturb_Eddy sed 7 cm	bioturb_Eddy sed 7 cm		
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	6001	3256.32224104449
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	7001	3665.9869501414
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	8001	4058.13296447249
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	9001	4435.06175790012
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	10001	4798.53789624039
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	11001	5149.9543789248
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	12001	5490.4371597165
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	13001	5820.91423439664
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	14001	6142.16301091613
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	15001	6454.84380537378
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	16001	6759.52416358607
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	17001	7056.69693113615
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	18001	7346.79395059848
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	19001	7630.19662912664
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	20001	7907.24421854406
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	21001	8178.24039231024
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	22001	8443.45853532815
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	23001	8703.14604385966
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	24001	8957.52785629304
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	25001	9206.80937782623
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	26001	9451.17892312957
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	1	1.00000000000265
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	1001	755.389748738437
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	2001	1353.0213449827
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	3001	1883.48713583083
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	4001	2370.66210755818
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	5001	2826.0236354462
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	45001	13333.6743091876
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	46001	13504.4647305299
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	47001	13672.3756908828
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	48001	13837.4585647235
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	49001	13999.762636645
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	50001	14159.3352316223
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	51001	14316.2218340623
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	51568	14404
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	39001	12245.2837029434
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	27001	9690.8097718349
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	28001	9925.86190984649
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	29001	10156.4835137622
ERR2233248	ERR2233248_1.fastq	ERR2233248_2.fastq	Sheepscot River, Maine	SAMEA104452317	ERX2286227	Sheepscot River, Maine	Eddy sed 8 cm	The Eddy	sediment	36630419	bioturb_Eddy sed 8 cm	bioturb_Eddy sed 8 cm	30001	10382.8122249316
